,text_lower
2813,"b""@themusicalmumma @carolinehirons hi hayley, so sorry that you haven't had the help you currently require. have you\xe2\x80\xa6 https://t.co/9kmzb3c6mn"""
2814,"b""@claredenn hi clare, due to the current situation we are receiving high volumes of calls. if you'd like to tell me\xe2\x80\xa6 https://t.co/jijedwotoq"""
2815,"b""@shauntdavis hi shaun, very sorry you were cut off. we're receiving high volumes of calls today. if you can come ov\xe2\x80\xa6 https://t.co/r0i3h3ovxm"""
2816,"b""@furbz_85 hi adam, so pleased you got this sorted. if you wouldn't mind sending me a dm i'd love to give jess a sho\xe2\x80\xa6 https://t.co/bgo5e7wyb3"""
2817,"b""@westyinyork hi alex, if it's at all possible i would recommend paying minimum payment and if this is going to be a\xe2\x80\xa6 https://t.co/nfusttiij0"""
2818,"b""@iand567 hi iain, if you can pop over to dm we'll continue our chat there if that's okay. thanks nikki https://t.co/mpqb4etryv"""
2819,"b""@blackrat999 hey richard, if you can dm me i'll provide more info there. thanks nikki"""
2820,"b""@jamessharp87 hey james, if you dm me your query i'll see how i can help. thanks nikki https://t.co/mpqb4etryv"""
2821,"b'@andywright75 @visauk @mastercarduk hi andrew, we will update any changes in relation to covid 19 on the following\xe2\x80\xa6 https://t.co/k4qqobtgl3'"
2822,"b""@iotpe91 hi there, we're barclaycard uk so for any queries in relation to a german account please get in touch usin\xe2\x80\xa6 https://t.co/gnj6rkyebj"""
2823,"b""@pmartpants it will paul, if this is a concern i'd recommend checking this page and calling the team if you need to\xe2\x80\xa6 https://t.co/kjp1lvrznr"""
2824,"b""@plackatini hi steve, if you pop over to dm and let me know what you were needing to do i'll see if it's anything i\xe2\x80\xa6 https://t.co/wqroutu3v3"""
2825,"b'@glampincornwall hi there, if your query is in relation to @bcardbusiness the team are available monday to friday 9\xe2\x80\xa6 https://t.co/avojkcqyw6'"
2826,"b""@alexg017 hi alex, i'm afraid we'd not be able to help with that. it may be that you're already registered. have yo\xe2\x80\xa6 https://t.co/m9w5opwoah"""
2827,"b""@shelmers76 due to the current situation the team are busier than normal paul. so sorry this has impacted you. i'll\xe2\x80\xa6 https://t.co/nogpgsychc"""
2828,"b""@eleanorgraceful hi ellie, sorry you're not able to do this. if you go to https://t.co/o2v1fofjwv and scroll down t\xe2\x80\xa6 https://t.co/807zdct3za"""
2829,"b""@nehalivazirani hi there, if you'd like to come over to dm with some more information that would be great.thanks nikki"""
2830,"b""@moonster8 we're all doing our best in the circumstances. :-) keep safe stephen. thanks nikki"""
2831,"b""@griffange022 hi ange, when the refund appears you are able to call us if you're a full payer for us to return that\xe2\x80\xa6 https://t.co/ovvk0vswpe"""
2832,"b'@nicolasouth the fees have been waived but if you miss a payment this will be shown, so we recommend that while we\xe2\x80\xa6 https://t.co/0bfwwchi2o'"
2833,b'@hammersleylewis so sorry about that. if you had a query in relation to your barclaycard account then feel free to\xe2\x80\xa6 https://t.co/vormhwrbvv'
2834,"b""@loynn with disputes on your credit card i'm very limited on what i can advise s these are very regulated, you can\xe2\x80\xa6 https://t.co/qrzdqjmlrx"""
2835,"b'@samuel_mack10 i see, thanks for letting me know. if your trip is cancelled then the airline/company should look to\xe2\x80\xa6 https://t.co/ayg76fbbpa'"
2836,"b""@diodonohue hi diane, at the moment we're still looking into how we can support our customers during this time. we'\xe2\x80\xa6 https://t.co/pqmiuishtw"""
2837,b'@loynn alternatively you can fill in this form https://t.co/pufqnudmkb and send it in post to us. ramona 2/2'
2838,"b""@loynn if you can't connect to the team you can raise the dispute yourself by going online at\xe2\x80\xa6 https://t.co/ezlkbn6hgr"""
2839,b'@dominics_wife we would need to speak to you securely to unblock the card. did you manage to get connected to the team now? ramona 2/2'
2840,"b""@dominics_wife hello jo, i'm sorry for the delay in reply and i want to help. our lines are extremely busy at the m\xe2\x80\xa6 https://t.co/kq2hpduynn"""
2841,"b'@brownbynature_ if you think you could be financially impacted by covid-19, call us on 0800 046 8324 to find out ho\xe2\x80\xa6 https://t.co/dskyinpmjz'"
2842,"b'@brownbynature_ hello there, we won\xe2\x80\x99t be charging you late payment or cash advance fees between 19 march and 17 jun\xe2\x80\xa6 https://t.co/hqzfndrvcz'"
2843,"b""@moonster8 hi stephen, i'm pleased to hear this! i hope you and your family are ok :) \n\nif you need anything you kn\xe2\x80\xa6 https://t.co/foattntdhz"""
2844,"b'@godfrey_j okay, that should be fine to dispute. i know the team are really busy due to on-going situation, but the\xe2\x80\xa6 https://t.co/sfmokjhgeh'"
2845,"b'@nicolasouth if you think you could be financially impacted by covid-19, call us on 0800 046 8324 to find out how w\xe2\x80\xa6 https://t.co/0adlahbjeq'"
2846,"b'@nicolasouth hello nicola, we won\xe2\x80\x99t be charging you late payment or cash advance fees between 19 march and 17 june\xe2\x80\xa6 https://t.co/vcc4b6txbv'"
2847,"b""@nataliephysiouk can you dm me and let me know what you need help with personally please? i'll point you in the rig\xe2\x80\xa6 https://t.co/f9i08zy1vx"""
2848,b'@loynn you can try and raise a dispute with us about the flight but it will depend on the conditions of the booking\xe2\x80\xa6 https://t.co/yrk7au60kp'
2849,"b""@loynn hello tom, i'm sorry for the wait there; is the flight cancelled with the company at the moment or are they still operating it? 1/2"""
2850,"b'@jackiossassin good morning, sorry for the delay in getting back to you. can you please let me know what your query\xe2\x80\xa6 https://t.co/vpsw8eswcq'"
2851,b'@bgibson85 the team is experiencing a higher level of calls due to the pandemic situation at the moment but you can\xe2\x80\xa6 https://t.co/rxrao0degi'
2852,"b""@bgibson85 hello ben, i'm sorry to see you're having issues connecting to us. we are an unsecure channel here so we\xe2\x80\xa6 https://t.co/k034s92apx"""
2853,"b'@samuel_mack10 have you had confirmation from the airline/travel agent that the trip is cancelled? if so, you just\xe2\x80\xa6 https://t.co/mjmouqynni'"
2854,"b'@mrk_1981 hi m, we understand that a lot of people will be using their card to get through this tricky period, we w\xe2\x80\xa6 https://t.co/zmyljgolol'"
2855,b'@maureenrochdale we\xe2\x80\x99re doing all we can to serve our customers during these challenging times.\n\nwe\xe2\x80\x99re following gov\xe2\x80\xa6 https://t.co/kmblv3jv5s'
2856,"b'@maureenrochdale hi maureen, i understand your concerns about the safety of our colleagues so please let me try to\xe2\x80\xa6 https://t.co/vejw01srdd'"
2857,"b'@kerbyemily hi emily, if you have received confirmation from the airline or travel agent that the holiday has cance\xe2\x80\xa6 https://t.co/mqfwiqusdu'"
2858,"b'@given2fly hi jeff, you have reached barclaycard uk here and your query and location appear to be related to barcla\xe2\x80\xa6 https://t.co/tjn9ba20pr'"
2859,"b'@nbrewerton hi norman, we won\xe2\x80\x99t be charging you late payment or cash advance fees for 3 months, we\xe2\x80\x99ll take care of\xe2\x80\xa6 https://t.co/ktqoughwxl'"
2860,b'for support on managing your card and other ways to carry out your banking during this time please visit:\xe2\x80\xa6 https://t.co/kv4yuov7or'
2861,"b""@pidpoid if you want to drop me a dm i can explain how we're helping at the moment. andy. https://t.co/mpqb4etryv"""
2862,b'@nataliephysiouk please look here for barclaycard updates https://t.co/iwvlwd93as and here for money worry updates\xe2\x80\xa6 https://t.co/lfunbu27dq'
2863,"b'@nataliephysiouk hi natalie, i certainly understand your concerns, i can assure you that we are constantly assessin\xe2\x80\xa6 https://t.co/feorxji8sp'"
2864,"b'@hammersleylewis apologies, if there was anything i could do i certainly would. thanks, dean.'"
2865,"b'@taramistry i am sorry about this tara, if the transaction has not been showing our end it could be an issue with t\xe2\x80\xa6 https://t.co/zsglykiwjc'"
2866,"b""@whyjay99 hi yvonne, apologies we're extremely busy at the moment. he can raise this online if he is able to login\xe2\x80\xa6 https://t.co/m3acqzyupq"""
2867,"b'@samuel_mack10 cover for what samuel? is there a transaction you wish to dispute? thanks, dean.'"
2868,"b""@laoluofficial hi, i am very sorry about this as you'd expect we are extremely busy at the moment and are trying ou\xe2\x80\xa6 https://t.co/ghhhnfrsmo"""
2869,"b'@lj55358440 please accept my apologies lj, this is certainly not what we would expect. did you raise this with supervisor? thanks, dean.'"
2870,"b'@weightloss_hc hey, this should now be up and running. did you managed to complete the payment? thanks, dean.'"
2871,"b'@stuartjsmith hello stuart, all disputes raised will be worked in order, and there will be a bit of a backlog so it\xe2\x80\xa6 https://t.co/jskfc6zdqc'"
2872,"b'@emilmcm @borisjohnson hi emil, i understand that you are concerned about our safety and i want to assure you it is\xe2\x80\xa6 https://t.co/zkfrkd20vl'"
2873,"b""@joesteph hello there, i'm sorry to see you are still on hold to us and haven't managed to speak to someone. we do\xe2\x80\xa6 https://t.co/uytkjlfy1m"""
2874,"b'@lim03b @bookingcom hey there, thank you for reaching out to us about this - sure, we can set up a dispute for this\xe2\x80\xa6 https://t.co/1xoxzj4trd'"
2875,"b""@alisonthursby hi alison, we\xe2\x80\x99ve put some things in place for all customers, to help out. here's the information on\xe2\x80\xa6 https://t.co/bukazorsjb"""
2876,"b""@kevinst41766814 it's a difficult time at the moment kevin and i totally understand your concerns.  the best thing\xe2\x80\xa6 https://t.co/owvkf6htrz"""
2877,"b""@hammersleylewis i'm so sorry, that shouldn't have happened. if you're on the phone to the team now then they'll be\xe2\x80\xa6 https://t.co/b1tjmfbpze"""
2878,"b""@samuel_mack10 hi samuel, i'm sorry you were cut off. what were you looking to speak to us about? i'll see what i can do to help. jord"""
2879,"b'@markdpryan i am sorry about this.  due to current events, we are working as fast as we can and want to help.  plea\xe2\x80\xa6 https://t.co/lhsrtivhtb'"
2880,"b""@irvind hi irvin. we're working on getting things in place so what we'd advise for now is to keep an eye on the web\xe2\x80\xa6 https://t.co/ca9l0cauln"""
2881,b'@albut_dun apple pay is really easy to use and works with the apple devices you use every day so is super handy. yo\xe2\x80\xa6 https://t.co/12wwknalqj'
2882,"b""@albut_dun hi albut, we're looking into this as we speak so fingers crossed we can make that change.  it's worth kn\xe2\x80\xa6 https://t.co/pr8twow9qu"""
2883,"b""@nlopezdearenosa hi natasha, we deal specifically with barclaycard in the uk, but i've tagged in barclays in the us\xe2\x80\xa6 https://t.co/h5enrck3j8"""
2884,b'@markdpryan if you need to raise a dispute on a transaction your can do that through online banking. when you log i\xe2\x80\xa6 https://t.co/e1a0ppcm5p'
2885,"b'@spiffypenguin24 ah ok, we deal specifically with barclaycard in the uk, but our friends @askbarclaysus will be abl\xe2\x80\xa6 https://t.co/mtxozdwd9t'"
2886,"b""@carlasparkle hi carla, i'm really sorry to hear that this has happened and that you're not sorted yet. we have bee\xe2\x80\xa6 https://t.co/unlkv1vway"""
2887,"b""@buddjackie hi jackie, i'm sorry for any confusion. cash advances are where you withdraw cash from your credit card\xe2\x80\xa6 https://t.co/odxw3wcoru"""
2888,"b'@michaelgainey1 if your trip is cancelled by the booking agent, you will need to contact them for a refund.  as the\xe2\x80\xa6 https://t.co/vbpjtjljcb'"
2889,"b""@artkphotography hi athur, we deal specifically with barclaycard in the uk. here's a link to barclaycard germany's\xe2\x80\xa6 https://t.co/nqlgx2anzm"""
2890,"b""@b33sweat i'm sorry to hear this, can i check, is this in relation to a barclaycard based in the uk or the us? -kev"""
2891,"b""@spiffypenguin24 hi chip, i'm really sorry, we are really busy at the moment. can i check, is this in relation to a\xe2\x80\xa6 https://t.co/h8elz7zh8f"""
2892,"b""@jackschaedel hi jack. thanks for your feedback, we really appreciate it. we're committed to helping all of our cus\xe2\x80\xa6 https://t.co/1bqwxmuzez"""
2893,"b""@pidpoid hey stuart, we're here 24/7 if you need help, so just give us a shout :) rach"""
2894,"b'@diodonohue hi diane, i am sorry to cause any confusion. things are changing daily here, and we are working hard to\xe2\x80\xa6 https://t.co/untrbkh1iz'"
2895,"b""@l_snowball hi lucy. i am sorry you're having problems getting through. can you yell me a little about the dispute?\xe2\x80\xa6 https://t.co/ropv459ihr"""
2896,"b'@_jacquelinehugh just bear with us a little longer jacqueline, we are working on something and we will be rolling that out soon. leigh'"
2897,"b""@spiffypenguin24 hi chip, i'm sorry for the delay. how can i help? jord"""
2898,b'@markdpryan have you since been able to chat with someone mark? cody'
2899,"b""@mikebryantky massive apologies for your long wait. ah that's not good at all :( so just to be clear were you not a\xe2\x80\xa6 https://t.co/mttwa0ihgu"""
2900,"b""@markdpryan hey mark, i can assure you this isn't the case and i'm sorry that you've waited longer than the expecte\xe2\x80\xa6 https://t.co/q3csu7tzhp"""
2901,b'@kockykabby please see the following links for support on barclaycard https://t.co/iwvlwd93as. overdraft changes he\xe2\x80\xa6 https://t.co/dlzbk8iz98'
2902,b'@kockykabby on the 19th of march barclaycard announced that they wont be charging for cash advances but there is no\xe2\x80\xa6 https://t.co/enkq7xetm3'
2903,"b'@kockykabby hi kabby, thank you for your patience today, i apologise for the delay in my response, we are exception\xe2\x80\xa6 https://t.co/dy2j5sjnlq'"
2904,"b""@aitkenallover hey marie, thanks for your message and apologies for your long wait, we've been so busy. have you be\xe2\x80\xa6 https://t.co/tmpqjk1e7l"""
2905,"b""@mrjakeandrew oh, yes that is quite a few emails isn't it \xf0\x9f\x91\x80 thanks for the heads up, jake! stay safe, and let me kn\xe2\x80\xa6 https://t.co/22g6rnq8vs"""
