,text_punct
2878,bSamuel_Mack10 Hi Samuel Im sorry you were cut off What were you looking to speak to us about Ill see what I can do to help Jord
2879,bmarkdpryan I am sorry about this  Due to current events we are working as fast as we can and want to help  Pleaxe2x80xa6 httpstcolHSRTIvhtB
2880,birvind Hi Irvin Were working on getting things in place so what wed advise for now is to keep an eye on the webxe2x80xa6 httpstcoCa9l0cAULn
2881,bAlbut_Dun Apple Pay is really easy to use and works with the Apple devices you use every day so is super handy Yoxe2x80xa6 httpstco12WwknalQj
2882,bAlbut_Dun Hi Albut were looking into this as we speak so fingers crossed we can make that change  Its worth knxe2x80xa6 httpstcoPR8TwOw9qU
2883,bNLopezdeArenosa Hi Natasha we deal specifically with Barclaycard in the UK but Ive tagged in Barclays in the USxe2x80xa6 httpstcoH5enRCK3J8
2884,bmarkdpryan If you need to raise a dispute on a transaction your can do that through online banking When you log ixe2x80xa6 httpstcoe1A0pPcM5p
2885,bSpiffyPenguin24 Ah ok we deal specifically with Barclaycard in the UK but our friends AskBarclaysUS will be ablxe2x80xa6 httpstcoMTXoZDWd9t
2886,bcarlasparkle Hi Carla Im really sorry to hear that this has happened and that youre not sorted yet We have beexe2x80xa6 httpstcoUnlkv1VwAY
2887,bBuddJackie Hi Jackie Im sorry for any confusion Cash Advances are where you withdraw cash from your credit cardxe2x80xa6 httpstcooDxW3WCorU
2888,bMichaelGainey1 If your trip is cancelled by the booking agent you will need to contact them for a refund  As thexe2x80xa6 httpstcovBPjTJlJCb
2889,bartkphotography Hi Athur we deal specifically with Barclaycard in the UK Heres a link to Barclaycard Germanysxe2x80xa6 httpstcoNQlgx2anzm
2890,bb33sweat Im sorry to hear this can I check is this in relation to a Barclaycard based in the UK or the US Kev
2891,bSpiffyPenguin24 Hi Chip Im really sorry we are really busy at the moment Can I check is this in relation to axe2x80xa6 httpstcoH8ELz7ZH8f
2892,bjackschaedel Hi Jack Thanks for your feedback we really appreciate it Were committed to helping all of our cusxe2x80xa6 httpstco1bQWXMuzeZ
2893,bpidpoid Hey Stuart were here 247 if you need help so just give us a shout  Rach
2894,bdiodonohue Hi Diane I am sorry to cause any confusion Things are changing daily here and we are working hard toxe2x80xa6 httpstcountrBKH1IZ
2895,bl_snowball Hi Lucy I am sorry youre having problems getting through Can you yell me a little about the disputexe2x80xa6 httpstcoRopv459ihr
2896,b_jacquelinehugh Just bear with us a little longer Jacqueline we are working on something and we will be rolling that out soon Leigh
2897,bSpiffyPenguin24 Hi Chip Im sorry for the delay How can I help Jord
2898,bmarkdpryan Have you since been able to chat with someone Mark Cody
2899,bmikebryantky Massive apologies for your long wait Ah thats not good at all  So just to be clear were you not axe2x80xa6 httpstcomTtWa0IhgU
2900,bmarkdpryan Hey Mark I can assure you this isnt the case and Im sorry that youve waited longer than the expectexe2x80xa6 httpstcoQ3cSU7TZhp
2901,bKockyKabby Please see the following links for support on Barclaycard httpstcoiWvLWd93AS Overdraft changes hexe2x80xa6 httpstcodLzbk8iZ98
2902,bKockyKabby On the 19th of March Barclaycard announced that they wont be charging for cash advances but there is noxe2x80xa6 httpstcoeNkq7xeTM3
2903,bKockyKabby Hi Kabby thank you for your patience today I apologise for the delay in my response we are exceptionxe2x80xa6 httpstcodY2J5SJnLq
2904,bAitkenallover Hey Marie thanks for your message and apologies for your long wait weve been so busy Have you bexe2x80xa6 httpstcoTmPQjk1e7l
2905,bMrJakeAndrew Oh yes that is quite a few emails isnt it xf0x9fx91x80 Thanks for the heads up Jake Stay safe and let me knxe2x80xa6 httpstco22g6RNq8vS
2906,bb33sweat Hey Seb thanks for your message and sorry for your long wait as you can appreciate were so busy at thexe2x80xa6 httpstcoOYlFF1mzvb
2907,bjords261 Hey Jordan Im so sorry for your long wait I appreciate its not ideal but were super busy at the momexe2x80xa6 httpstcoaDImNHRd0W
2908,bWexe2x80x99ll be working on our systems this weekend and some of our services wonxe2x80x99t be available For full details and updaxe2x80xa6 httpstcoJy56jX3880
2909,bdemimcgovern Really sorry for the delay Demi were really busy at the moment wit h the current situation but werxe2x80xa6 httpstcoyoKLNnL3NF
2910,bcarrythegary If you pop over to DM then Ill let you know what we need to get that done for you Gary Thanks Cass
2911,bcarlasparkle Im really sorry Carla Im not sure if youre sorted now but if not it might be worth calling backxe2x80xa6 httpstcow8jhkt6cw6
2912,bkath_peasley Ill be honest Kath its an unprecedented situation so I genuinely dont know how it would work Thexe2x80xa6 httpstcozgOuhDyCKD
2913,btuco2k Great news Jay Thanks for letting us know youve managed to reset it  Thanks Cass
2914,bMarcADavies In that case the best thing to do would be to speak to our customer service team on 0800 151 0900 Marc Thanks Cass
2915,blukebeauchamp Hi Luke Sorry for the delay in getting back to you Really appreciate your feedback so thanks forxe2x80xa6 httpstco0QfECpOYF7
2916,bdiodonohue If you think you could be financially impacted by Covid19 call us on 0800 046 8324 to find out how wexe2x80xa6 httpstcouqjhG8okvZ
2917,btuco2k Does this work for you Justin httpstcoCRdxBOqogq Thanks Cass
2918,b_jacquelinehugh Hi Jacqueline Weve put together lots of info on this here httpstcoqMcBWdmYwW xf0x9fx91x8d  It typicalxe2x80xa6 httpstcot0p6QO7IVO
2919,bjohnmc2323 Ah thats good to know John  Sorry about the delay but glad youre sorted now Thanks Cass
2920,bThanks for bearing with us xe2x80x93 youxe2x80x99ll find some quick and easy ways to manage your Barclaycard atxe2x80xa6 httpstcopziOkXdNch
2921,biramahmed79 The best thing to do would be to give our Customer Services a call on 0800 151 0900 and one of the teaxe2x80xa6 httpstcomUBoq5ufmv
2922,bMJes54 Sorry for the delay Michael Ive made sure this has been fed back Can you just delete the above tweet asxe2x80xa6 httpstcoQxLxFqk4UW
2923,bvagmole santanderukhelp Hi John if you think you could be financially impacted by Covid19 youd need to give uxe2x80xa6 httpstcocN0tw12nHG
2924,bjohnmc2323 I am very sorry John but we are extremely busy at the moment Why are you calling can I help Thanks Dean
2925,bF1Smasher Hey I know this is a known error being worked on You can do this via the website still if youre able to login Thanks Dean
2926,bjamiee2811 British_Airways Hi Jamie I would advise you speak to BA about this as theyll be able to give you optxe2x80xa6 httpstcoRIJ5BclwHK
2927,bSpireiteBear Hey Lee you can call us up to do this or spend the amount on your card Thanks Dean
2928,bIanRoulstone It will be looked at but the team are extremely busy at the moment Hopefully theyll be in touch shortly Thanks Dean
2929,bSnudgeBucket I have responded to your DM about this Beverley Thanks Dean
2930,bgodfrey_j Hey Julia were extremely busy so I cant provide you with an exact timescale at the moment unfortunatexe2x80xa6 httpstcoupbJnyx6ct
2931,bIanRoulstone Do you have access to the website at all You can look to raise a dispute here  Thanks Dean
2932,bteaandagoodbook Apologies Emily you will need to call our team to check this out further Their number is 0800 16xe2x80xa6 httpstcocZzcOxnr5T
2933,bRT BarclaysUK Alongside HSBC_UK LloydsBank Nationwide HalifaxBank santanderuk firstdirect TescoBankNews AIBIreland MandSBank Naxe2x80xa6
2934,bNewYorkBretts Hi there we deal specifically with Barclaycard in the UK but our friends AskBarclaysUS will be abxe2x80xa6 httpstco9A2BznbuuN
2935,bmattsyl Hi Matt we deal specifically with Barclaycard in the UK but our friends AskBarclaysUS will be able to hxe2x80xa6 httpstcoP4lnasN2Oy
2936,bthevitalspark01 Hi Gill really sorry about the wait to speak with us We have been so busy but are working on gexe2x80xa6 httpstcoz8EX6iVHJn
2937,bpayo_madrid Hi Juan we deal specifically with Barclaycard in the UK but our friends AskBarclaysUS will be ablexe2x80xa6 httpstcowThpM0YCh5
2938,bMarcADavies To cancel a direct debit you can call us or contact the bank that the direct debit leaves and they caxe2x80xa6 httpstco9fPwNBFDzO
2939,bIanRoulstone Hi Ian I am really sorry about the wait we are experiencing a high number of calls as you can imagxe2x80xa6 httpstcoloZqzRcKnw
2940,bRobBarnes09 Hi Rob if you do need help we are here 247 too So anytime you need us give me a shout Jord
2941,bmikebryantky H Mike I am sorry you had to wait Did you manage to get it sorted Andy
2942,bszabogkris Wow sorry Kris Thats a little excessive Does that happen with all messages we send Andy
2943,bTheCombatGolfer Hi there sorry for the delay in my response Weve responded now Kev
2944,brjbristow Hi Robert heres a link with some more info about how we use the base rate and how the new cut will helxe2x80xa6 httpstcoK19hrmsVgK
2945,bLouieLeeds Youre welcome keep me posted with what happens with this Let me know if you have any questions we are here 247 Kev
2946,bSarahValentine7 Hi Sarah To avoid it affecting your credit score and offers you would need to make the minimum payment each month Andy
2947,b786_khan_123 Hi there we can only accept the symbols indicated in the text in red If you try and use something oxe2x80xa6 httpstcoaqCja7QZAv
2948,bsmad2019 Hi Stephen we deal specifically with Barclaycard in the UK but our friends AskBarclaysUS will be ablexe2x80xa6 httpstcoeog6nsi1uf
2949,bkatweller Hi there thanks for getting in touch This is to give flexibility we still recommend making regular paxe2x80xa6 httpstcoT2fIA4kqyY
2950,bMrKarlHolt We wouldnt be able to send you a statement via email Its not secure enough you see It would be a cxe2x80xa6 httpstcoO8Oup2mLsw
2951,bNoelPCurry Ill pass your feedback on Noel You can keep up to date with the most up to date news on what were doxe2x80xa6 httpstcoaXJRyn3f9q
2952,bPmartin06 Hi Pete when the Base Rate changes  your standard and cash interest rates will move in line with the Bxe2x80xa6 httpstcogeMIAfaiTo
2953,bSimonHogfress Can you not get on the tablet now either Have you spoken to the app team on 0333 202 1035 Thanks Nikki
2954,baKahnR Hi Ali so sorry youre in that position If you do need any help or advice during this time you can find mxe2x80xa6 httpstcoMXKAmFJNFJ
2955,bSporterKelly Hi there if you do need any further support or help you can get in touch with us on 0800 046 8324 toxe2x80xa6 httpstcoIgPu9UNguR
2956,byvettehop Hey Yvette Im so sorry to hear youre in this situation Id recommend getting in touch with our teamxe2x80xa6 httpstcoNeJRrC7ioy
2957,bclaytonfamily01 Hi there if you go in to your app or online account youll see if you have any Balance Transfer oxe2x80xa6 httpstcoGJV2anAOYI
2958,bBuddJackie Hi Jackie Im not sure what you mean Do you mean Money Transfer This is different to a cash transactxe2x80xa6 httpstcowiwXRkxDIl
2959,bcoombem1978 AL442454 Hi Matty take a look at this link httpstcoQJIlSCYHWJ If you need to raise a dispute txe2x80xa6 httpstcoDKuyDPK4iu
2960,bLouieLeeds Hi Louie Im really sorry that youve had that service Its certainly not what wed expect to hear Ixe2x80xa6 httpstcopeip3pyJzz
2961,bMrKarlHolt Hi Karl if you log in online you are able to turn off marketing and switch to paperless If youre finxe2x80xa6 httpstcoHAMuV5AhGU
2962,bSimonHogfress Its likely due to you regularly accessing the app on your phone and having the capability of usingxe2x80xa6 httpstco0ZvSEJol4t
2963,brichbishop fsb_policy Hi Rich were still waiting for more information on this You can keep up to date with furxe2x80xa6 httpstcoogbOeHoueL
2964,bermMAYBE Hi there you can keep up to date with any further updates on this link httpstcoeiWI6vwwwE Thanks Nikki
2965,bwizofe Hey Ioannis you can also check this link for any advice as it becomes available httpstcoeiWI6vwwwE Thanks Nikki
2966,bdefaultica tescobankhelp HalifaxBank Hi Steve sorry if youve not had any communication so far You can find thxe2x80xa6 httpstcoOoNJrn1Crz
2967,bpipusmar Hi Clare if the banks do close for a short period of time then we are waivering late payments for the nexe2x80xa6 httpstcobO721nO6J6
2968,bUsrBinPRL Im sorry youre unhappy with the resolution If youre mother would like she can reopen the complaintxe2x80xa6 httpstcotKokW4N0Zr
2969,bUsrBinPRL Hi again I just wanted to check in to make sure that the complaints team has been in touch with you Paul
2970,bLeoLem54321 Hi Leo Im sorry that your credit limit has been reduced This change was likely already happening prxe2x80xa6 httpstcoRZhHH4h5Kt
2971,bbrownsafire Lovely feedback Shemel If you can DM me your postcode Id love to locate the advisor and pass your fexe2x80xa6 httpstco4YJxspRe31
2972,bjsonUK Hi Jason that wont be right at all Have you recently changed your billing date If you have that will bexe2x80xa6 httpstcoa4vwwAxlxz
2973,bRMiah10 Hi there can you DM me information about what you were calling for so I can see how we can help Thanks Nxe2x80xa6 httpstcoERBP6X0l9W
2974,bMaureen75836561 Hi Maureen sorry about that It can take a while for the emails to stop as its likely they werexe2x80xa6 httpstco6OTcH9xXIr
2975,bKrisHailes Thanks for letting us know Kristofer Sorry to cause frustration certainly not our intentions Thanks Nikki
2976,belchevive69 SOimLikeWord thehl5 neomort GolferGirl305 EdLatimore Chase discovercard Hi there if you need txe2x80xa6 httpstcoGALQmCkm7V
2977,bSimonHogfress 22 Have the team ordered a new card an a PIN Sentry for you now Thanks Nikki
2978,bSimonHogfress Hi Simon sorry this has happened Have you not used the app for quite a long time The changes havexe2x80xa6 httpstcoaPkMVZrD3d
2979,bmateengha MartinSLewis Hi YoMatz you can keep up to date with further information as it becomes available on thixe2x80xa6 httpstcojdSyRjpqaA
2980,bAaronGerman13 We havent had any further information on this at the moment Aaron We will update all customers inxe2x80xa6 httpstcoQpiXeptpzR
2981,bpipusmar It would need to be inside a branch of Barclays Clare Thanks Nikki
