,text_common
3010,b1GoldPLTrophy MandSBank HSBC_UK VWUKFinanceHelp James find date information becomes avaxe2x80xa6 httpstcohVLOhBZZtH
3011,bMissKulsoom find date advice page httpstcoCeI9KDvhgK furxe2x80xa6 httpstco0FY4aqaDXP
3012,bkennethenvlaw Kenneth find latest updates regarding Barclaycard Barclays linkxe2x80xa6 httpstcoOi3KPkn0xI
3013,bRethinking_Kate Kate access make Skype call use 44800 111 777 ask transfxe2x80xa6 httpstcoMOMLY6Yqhw
3014,bMrKarlHolt Karl customer Barclaycard marketing youre receiving Nikki
3015,bnjackson_5 Nigel measures place protect staff customers including hand sanitisers andxe2x80xa6 httpstconEYs7hgQTz
3016,bJasonWa30721137 22 call 0800 046 8324 find help Lines open every day 9am 9pm Nikki
3017,bJasonWa30721137 Jason youre impacted current situation We still sendingxe2x80xa6 httpstcoET8NISDSzt
3018,bJaws5TheReturn MastercardNews Sexc3xa1nPatrick UK team discuss thisxe2x80xa6 httpstcoATRucl5ZnI
3019,bmatthewoprfu Matt happened youve already spoken please give callxe2x80xa6 httpstcoSap1wBcsso
3020,bQPRNORM Norm dont details current service levels disputes team working way througxe2x80xa6 httpstcoKKVzn2RVGf
3021,bPeter_Kirkham Keep eye things Peter see charges come back Nikki
3022,bBryonyRelihan Youre welcome Bryony hope youre still target current happenings havent scuppered yxe2x80xa6 httpstcoCdOzI0tQpE
3023,bNnekaFriedel Citibank AmericanExpress Nneka latest updates US team help please head oxe2x80xa6 httpstcoAX7kL1kCpZ
3024,bKingJohn26 John keep eye page latest updates httpstcoeiWI6vwwwE Nikki
3025,bDCBoyce Dahool Base Rate changes standard cash interest rates move line Bxe2x80xa6 httpstcoDnTMnNS01s
3026,blolzathon Rick statements still go usual think could financially impactedxe2x80xa6 httpstcoA0C4iEYUQq
3027,bmaruzen52 Shaun youd like speak please give team call 0800 151 0900 sxe2x80xa6 httpstcolil5QJWePI
3028,bultimatedjsuk You ask Customer Service youre able get hold Complaints team How lxe2x80xa6 httpstcoNOtOXjU4B2
3029,bmattscallan Matt think could financially impacted Covid19 call 0800 046 8324 findxe2x80xa6 httpstcoX1rxjCdb3S
3030,bhaleeeeeeeema Wow Haleema glad youre ball Thats definitely dont use Whatsapp doxe2x80xa6 httpstco5snde7tmkR
3031,bFayeGMitchell lovely feedback Faye youd like pass thanks postcodxe2x80xa6 httpstcofu4McxJTfB
3032,bkarloshemp Karl think could financially impacted Covid19 call 0800 046 8324 find oxe2x80xa6 httpstcoCX0mxGJmql
3033,b786_khan_123 nnIf think could financially impacted Covid19 information txe2x80xa6 httpstcoqz7nYvqAsI
3034,bPeter_Kirkham When said sorted mean sent another form Nikki
3035,bRangerN8 So happened Nate It sounds like reset passcode wondering theresxe2x80xa6 httpstco29GLKwAUDg
3036,bwletterese Will disputes team experiencing high volume calls right Does involvexe2x80xa6 httpstcono3YntQILB
3037,bultimatedjsuk team trying get Nikki
3038,bDunnyboy Hey Dunny aware issues call team 0333 202 1035 look intoxe2x80xa6 httpstcozLj9i7NfEf
3039,bKathrynCB query Argos would contact directly ask limitations Nikki
3040,bKathrynCB That would question Amazon could answer Kathryn My understanding load vouchersxe2x80xa6 httpstcoPzHTNNbIBQ
3041,bwendy131uk Sorry Wendy Ill pass feedback appreciate youre hot grammar removexe2x80xa6 httpstcocoxMmBfhwr
3042,bdruid_cat bbcemt 22 think could financially impacted Covid19 call 0800 046 8324 findxe2x80xa6 httpstcoVRdrYml5Wu
3043,bdruid_cat bbcemt Cat wonxe2x80x99t charging late payment cash advance fees next 90 days cxe2x80xa6 httpstcoAd2vHng60J
3044,bFor support information manage Barclaycard time uncertainty visitxe2x80xa6 httpstcoLZeDk5XhWy
3045,bDannyDunDun Ashley thats happening Would like come tell bit aboutxe2x80xa6 httpstcov2dATzhomL
3046,blozzabaybeiiX3 Lozza youd speak specialist team 0800 046 8324 Theyre available 9am 9xe2x80xa6 httpstconjkszuWsz9
3047,bBolaxMA PayPal Lovely feedback B Glad able help Enjoy day Nikki
3048,bHumphriesDan So hear discuss please get touch 0800xe2x80xa6 httpstcoY1FEeqalpm
3049,bHumphriesDan Daniel Did raise concerns team called Nikki
3050,bCrystalHenley Well thanks Sarah Ill share feedback team Nikki
3051,bJamesLind5 James queues currently use link httpstcoO2v1FoFjWV scrollxe2x80xa6 httpstcoAL8cqArzM4
3052,bflatracingmodel Our lines extremely busy moment appreciate ideal waiting long txe2x80xa6 httpstcouayjom3uaK
3053,bPatch_G Hey taking action help customer find following link going txe2x80xa6 httpstcoSw3DDtbV3w
3054,bCrystalHenley Hey Sarah youll give call youre needing additional support concerned youxe2x80xa6 httpstcos6sbBnWFVr
3055,bdobtastic Youre welcome Pop back anything 247 Have fab day take care xf0x9fxa4x97 Rachel
3056,bdobtastic Sure actually check httpstcozKp96UG6t3 We keep updated super busxe2x80xa6 httpstcoln69RHi7M6
3057,bdobtastic Hey thanks dropping Ahh would involve call transfer crxe2x80xa6 httpstcosHlnIWXygL
3058,bflatracingmodel Ixe2x80x99m really hear wait times imagine team inundated moxe2x80xa6 httpstcoppx7wS6yt4
3059,bLubylulu42 Great Id like see help log claim another way Can double check paymentxe2x80xa6 httpstcoTgrSowRz3x
3060,bazcake deal specifically Barclaycard UK friends askbarclaysus able axe2x80xa6 httpstcoc3RiSxs5Bk
3061,bkeithrpillow Keith deal specifically Barclaycard UK friends askbarclaysus ablxe2x80xa6 httpstco8ZMpzqlBwK
3062,balisonthursby Alison heres link ways helping customers httpstcob8R5lCWhm8 Repaymentxe2x80xa6 httpstcoXnxCb6CX8J
3063,bMrMichaelEU Michael feel way Id like see help sure lookinxe2x80xa6 httpstcoPGNYrZMesx
3064,bDM_Pipe assessing new ways help daily Heres link keep date httpstcogveLsInJNf Kev
3065,bTashaNThompson Tasha hear affected Theres info helpingxe2x80xa6 httpstcoUu1JlHjSi8
3066,bPeter_Kirkham Peter really hear whats happened Wed absolutely look youxe2x80xa6 httpstco5a27jmK9f6
3067,bLubylulu42 Louise Id like see help Is relation Barclaycard based UK US Kev
3068,bSarahHope2101 Youre welcome Sarah please let know questions anymore support 247 Kev
3069,bSarahHope2101 The credit limit increase may option fee removal still place The ways wxe2x80xa6 httpstcoGQZusjhm99
3070,bAndyFinlay5 Andy theres info httpstcogveLsInJNf But wonxe2x80x99t charge late payment caxe2x80xa6 httpstcoSK43WaD4R2
3071,bSarahHope2101 Sarah noticed tweet We helping customer case case basis well also woxe2x80xa6 httpstcoS8cv9f80UD
3072,bSB4jtim really wait Ive responded post Kev
3073,bGracieisrandom Grace response We cant check twitter secure Whenxe2x80xa6 httpstcogv9HkJWwjv
3074,bgazadams42 Gary busy couldnt get We wonxe2x80x99t charge late payment cash advxe2x80xa6 httpstcovp3JnSsxKF
3075,bTFMalfoy77 Youre welcome let know anything else 247 Kev
3076,bAbiii_Leeee deal specifically Barclaycard UK friends askbarclaysus ablexe2x80xa6 httpstco2mZpXdaEGQ
3077,bTFMalfoy77 dealing case case basis going affected Ixe2x80x99d recxe2x80xa6 httpstcoT61EcKuPoc
3078,bkarenhaden19 Karen dealing case case basis youre affected Ixe2x80x99d recommend callixe2x80xa6 httpstco6HYsQ4ty25
3079,brajaylee1 Rajay deal specifically Barclaycard UK friends askbarclaysus able txe2x80xa6 httpstcoA4zDolb1Mq
3080,bmeyiaboo Sue Can check UK US card youre talking Brendan
3081,bTh3Technomancer Jeff Sorry httpstcoCLpsD8q73n sounds like may team US isxe2x80xa6 httpstcolvJ7iAhkqw
3082,bsamkma thank getting touch Ixe2x80x99m really hear delays getting uxe2x80xa6 httpstcoYddolOIwJH
3083,bflatracingmodel The best people people speak would Disputes team reach 0800xe2x80xa6 httpstco1nXgtHgwWf
3084,bcheshire_cat64 really Have managed get team yet please fxe2x80xa6 httpstco8ds1d4icC8
3085,brichstone59 Ive replied Richard Cass
3086,bAlbinocappacino Really hope managed get end might axe2x80xa6 httpstcoaZ9ZpB2LmH
3087,bShauniMcTaggart want update might worth giving Disputes team call 0800 161 5291 Shauxe2x80xa6 httpstcohuhxfOSADE
3088,bbenmac89 Sorry Ben Cass
3089,bmeyouusss really hear mums trouble getting sorted travel insurancexe2x80xa6 httpstcoS6TaR1Y5Kp
3090,bTasbir52239692 Tasbir We know worrying time help support Weve putxe2x80xa6 httpstcoudRMyANEDw
3091,bJadeChap Jade really hear The best thing would call team 080015109xe2x80xa6 httpstcoQnWvdGa0C2
3092,bBrownieGirl1098 understand long payment xc2xa3100 log section 75 claim via thexe2x80xa6 httpstcoFEXqxhBKry
3093,bKenny_Simpson99 Kenny dealing case case basis youre affected Ixe2x80x99d recommend caxe2x80xa6 httpstcoFlAMFG2S2n
3094,b_Beththorpe Elizabeth Ixe2x80x99m hear youxe2x80x99ve affected new restrictions We dealing thisxe2x80xa6 httpstcoiPhMOGmLlO
3095,badaml_1471 Adam dealing case case basis struggling meet payments Ixe2x80xa6 httpstcoXVKIhjLGEX
3096,bSteph35419631 Stephanie concerned making repayments Barclaycard please speak wxe2x80xa6 httpstcoJ8hWg9gIZg
3097,bSSang999 What team advise queried Were alternative steps advised Kristos
3098,bLindaBroughan Okay thanks letting know Linda Apologies couldnt get quicker wexe2x80x99ve beexe2x80xa6 httpstcoKCb8yfmPmG
3099,bTeresaperchard Hey Teresa ahh great hear glad weve able help youxe2x80xa6 httpstcoZlTrpVJCED
3100,bflatracingmodel Hey thanks getting touchnnSorry wait youve phones lines incxe2x80xa6 httpstcolDv2pYg2jp
3101,bZainiishmael Sorry hear Zain needing dispute Dean
3102,bCeeboCelia Its definitely lot busier usual xf0x9fx98x85 understand mean email isnt secure chaxe2x80xa6 httpstcoZgoyTjtLXm
3103,bAntrimLoyalist Oh absolutely see mean Please reach support though wxe2x80xa6 httpstcotjpal1n2gp
3104,bBrownieGirl1098 Oh goodness hear Amy Did advise could longer refund txe2x80xa6 httpstcopBQJAUfbu2
3105,bmullan_martin No problem please dont hesitate drop message anything 247xe2x80xa6 httpstco9HB1gRYcv6
3106,bSSang999 speak Disputes Team Dean
3107,bAntrimLoyalist credit card wish chat please ring team 0800 151 0900 247xe2x80xa6 httpstco6ftE9LqX1M
3108,bAntrimLoyalist Hey Antrim thanks message totally appreciate youre coming Its certainxe2x80xa6 httpstcoAuGY1grwF7
3109,bBrownieGirl1098 We want speak customers Amy extremely busy moment Can help Dean
3110,bCeeboCelia Apologies extremely busy Did manage get sorted Dean
3111,bstrypee24 Hey Philippa absolutely great hear taking time let know well make suxe2x80xa6 httpstcoaXDCeXj3DK
3112,bnehowell76 No problem Nick anything 247 feel free drop messagexe2x80xa6 httpstcoTeZAZT4ybp
3113,bZommbunnee hear team trying best help customers measure providexe2x80xa6 httpstco5qLxZhp7el
3114,bnehowell76 Hey Nick thanks getting touch Ahh yeah genuine totally see mean aboutxe2x80xa6 httpstcojBmYP9dQ94
3115,bangiestirlo Youre welcome stay safe let know anything else 247 Kev
3116,bangiestirlo Ah ok Id recommend speaking freephone 0800 151 0900 7am 11pm one txe2x80xa6 httpstco8w5PebMgY6
3117,bangiestirlo every customer affected differently restrictions assessing hexe2x80xa6 httpstcolJ5ibWfyvi
3118,bNiceLittleSetup Perfect log claim options link httpstcoQJIlSCYHWJ Lexe2x80xa6 httpstcov2KEXO4OcT
3119,bcolhamil Colin team currently inundated working claims We cant check butxe2x80xa6 httpstco2wvmnmV5tz
3120,bRealClaudineQH Claudine Ixe2x80x99m hear youxe2x80x99ve affected bad experience wxe2x80xa6 httpstcoIc2BdZQDY4
3121,bLindaBroughan Linda getting touch Could please tell youxe2x80x99ve advised far Kristos
3122,bryanopoku Ryan getting back Ive responded Kev
3123,bNiceLittleSetup understand concern Did pay flightsholiday Bxe2x80xa6 httpstcow7k2DsOHUQ
3124,bArchaeologyTony Youre welcome let know anything else 247 Kev
3125,bDavieJoe David looking ways help case case basis youre struggling Id recommendxe2x80xa6 httpstcoP1uQjYAHsj
3126,bSternFan67 deal specifically Barclaycard Uk friends askbarclaysus ablexe2x80xa6 httpstcoyBKgIhvW0L
3127,bmullan_martin Martin hear youre trip affected Coronavirus We may able helxe2x80xa6 httpstcogRyuBSJfEx
3128,bDarrenM12111 Darren hear trip affected Coronavirus outbreak Id like seexe2x80xa6 httpstcoeCnUDMDgaM
3129,bMissNatMill Natalia let know weve declined payments usually text payments beenxe2x80xa6 httpstcojtEnHATRQL
3130,bgingersaiyan9k Hey Dan stressful time current climate Id recommend gixe2x80xa6 httpstcopkqlbgDG66
3131,bannie_meryl Any time xf0x9fxa4x9f Jay
3132,bBfFowler In regards Barclaycard payments please contact Barclaycard Customer Services direct 0800 151xe2x80xa6 httpstcotAlUe3ro3S
3133,bArchaeologyTony Where asks Are Barclays Barclaycard customer You select appropriatxe2x80xa6 httpstcoNsgscOhaAC
3134,bArchaeologyTony Tony youxe2x80x99d like request stop processing data completely thaxe2x80xa6 httpstcoPYeQyGtvcN
3135,bGoosedancer Pleased got sorted anything else know Lyssa
3136,bsegar_petal youre unable log dispute using online services worry also call teaxe2x80xa6 httpstcoDcnvZ7tzKX
3137,bChloe_leech really say Chloe Ill call back appreciate thats long queuexe2x80xa6 httpstcozQ5hpzj1dl
3138,bannie_meryl Hey Annie youre good The refund get normal event didnt simplxe2x80xa6 httpstcojXQY5IhOWn
3139,bDraegarth pop let know Barclaycard advised Amy S httpstcomPqb4etrYV
3140,bWatfordJC Hey John developers explained theyre grateful feedback google txe2x80xa6 httpstco1MbYLBECKG
3141,bBfFowler im really hear You speak queries around numxe2x80xa6 httpstco27pWY4H6lD
3142,bGoosedancer totally appreciate coming However speak team regardlexe2x80xa6 httpstcoMwggXBm7yx
3143,bGoosedancer Sorry youxe2x80x99ve waiting speak Barclaycard appreciate frustration however asxe2x80xa6 httpstcowSHkHxb4Jx
3144,bKunDamien Ryanair cancel flights youxe2x80x99ll able claim full refund directly But yxe2x80xa6 httpstcoJ87cqHNO03
3145,bnoddynoo Noddy Can pop look Carly
3146,bDeep_diver_uk Oh really call Barclaycard directly number thatxe2x80x99s back card theyxe2x80x99ll bxe2x80xa6 httpstcoZeeFXrto9u
3147,bT5Transfers Best luck Gary say imagine queue times arent best theyve atxe2x80xa6 httpstcocjhnHzC4wD
3148,bDeep_diver_uk Hey Paul everything working may worth checking bill accxe2x80xa6 httpstco7PqXaZUzZF
3149,bT5Transfers Gary thanks reaching going keep trying contact flight operatorsxe2x80xa6 httpstcoW98GdzjmRb
3150,bscatterbrainjoe The PINsentry also used fall line EU online payment regulations requiring sexe2x80xa6 httpstcorP9SIMZf9V
3151,bscatterbrainjoe You use PINsentry app get registered day day use Jay
3152,bscatterbrainjoe It could card chip isnt responding device speak team onxe2x80xa6 httpstcomuDSQJqi6Y
3153,bxxjeannexx Jeanne deal specifically Barclaycard UK friends askbarclaysus ablexe2x80xa6 httpstcorx0DHgmZfs
3154,bSSang999 really wait speak really busy Can let mexe2x80xa6 httpstcos9U0LmHnBK
3155,bSabrinaDhaliwal Sabrina really wait get We really busy You caxe2x80xa6 httpstco5slSLVqRn1
3156,bBATESPAUL1 understand Paul theres specific advice quarantine relating London would thxe2x80xa6 httpstco9AYl8lz8H5
3157,bNealE64 Neal wait speak disputes team theyre really busy Whats happening whenxe2x80xa6 httpstcokRsr1kTVu5
3158,bMikeHillyer Mike lot financial companies sending outline ways offering support foxe2x80xa6 httpstcoTtRo0c6rIU
3159,bmayavanderz Maya really youve waited long speak really busy Canxe2x80xa6 httpstcoLC1UrACGsm
3160,bcjbarney Hey youve experienced whilst waiting response Were axe2x80xa6 httpstco8Tlaoj6I61
3161,bBATESPAUL1 Paul hear plans affected Coronavirus appreciate wont neexe2x80xa6 httpstcoDxy2k3NkCr
3162,bsocamonkey We look support customers individually depending circumstances woulxe2x80xa6 httpstcoFtfpONuXxz
3163,balterenzo Crescenzo hear youre receiving unwanted mail Can pop lexe2x80xa6 httpstcogAszw9jgGO
3164,bchrismurray00 Perfect let know get 247 anything else Kev
3165,btheresabody Theresa contrast service received mother lawxe2x80xa6 httpstcoB80dl3Lf0Q
3166,bchess_ka_ Chesska oh dear get account secured soon possible You callxe2x80xa6 httpstcoymukXarMyG
3167,bchrismurray00 Hello Chris get looked get secure channel You call Baxe2x80xa6 httpstcooVOy8bzDat
3168,bMiss_Jay93 Hey Jessica hear youve received service expecting today YIf yoxe2x80xa6 httpstcomboovMN5j2
3169,bstolen_name Hey thanks reaching today Ohh hear could pop axe2x80xa6 httpstcoQG0U9ghYBq
3170,bsegar_petal Youre welcome help anything 247 drop message anxe2x80xa6 httpstco4lal2ZXMgG
3171,bsegar_petal Hey thanks getting touch Goodness thats long wait You indeed raise dispute using yoxe2x80xa6 httpstcoSZhYKzPTuQ
3172,bSWLBWales Our wait times long moment youre waiting What reason youre callingxe2x80xa6 httpstcoRK631u92ry
3173,bChris_Wilky Hey Chris know may able help guys Barclaycard Business teaxe2x80xa6 httpstcoVNL0DYkx99
3174,bThe_Matt_Shaw Hey Matt hear wait times trying get weve experiencixe2x80xa6 httpstcoWY31VeCtmF
3175,bHerexe2x80x99s something thatxe2x80x99ll beat MondayBluesxe2x80x93 chance catch DUALIPA action ArenaBirmingham 10 Jxe2x80xa6 httpstcoS6ABzt9BMd
3176,bSte39539192 Hey Ste thanks getting touch Let see point right directionxe2x80xa6 httpstcoB1lWBAlo3U
3177,boldgiff66 Andy please call team 08001510900 247 One colleagues assist regardxe2x80xa6 httpstcoYsrTK4kpI0
3178,bJowitaAThor The number free number Jo However completely With Twitter secxe2x80xa6 httpstco0IxKNGdG3t
3179,bJowitaAThor Hey Jo see messages automated system With secure channelxe2x80xa6 httpstcobsret9aYs5
3180,bTaylorMillardx Checking Taylornn Dan
3181,bPorkScratchWld feedback Dan
3182,bpjsbesos Peter thanks sending photos anything help Dan
3183,bSWLBWales Ah ok problem Just give shout anything Christie
3184,bRobbie_Dazzler Rob yes Barclaycard secure come transaction facing issues bexe2x80xa6 httpstcosXAvV6P0zB
3185,btimfg In regards updates required shouldnt stop using contactless time Have yoxe2x80xa6 httpstcorqRkYIX9Qg
